"Plot Title: Water_EP_KR"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10246380, SEN S/N: 10246380, LBL: water_pressure)","Temp, °C (LGR S/N: 10246380, SEN S/N: 10246380, LBL: water_temp)","Coupler Detached (LGR S/N: 10246380)","Coupler Attached (LGR S/N: 10246380)","Host Connected (LGR S/N: 10246380)","Stopped (LGR S/N: 10246380)","End Of File (LGR S/N: 10246380)","Coupler Detached (LGR S/N: 10246375)","Coupler Attached (LGR S/N: 10246375)","Host Connected (LGR S/N: 10246375)","Stopped (LGR S/N: 10246375)","End Of File (LGR S/N: 10246375)"
1,11/10/2024 11:49:44,,,,,,,,Logged,,,,
1723,29/10/2024 08:55:50,101.328,9.571,,,,,,,,,,
1724,29/10/2024 09:10:50,101.328,9.571,,,,,,,,,,
1725,29/10/2024 09:25:50,101.361,9.571,,,,,,,,,,
1726,29/10/2024 09:40:50,101.405,9.571,,,,,,,,,,
1727,29/10/2024 09:55:50,101.296,9.571,,,,,,,,,,
1728,29/10/2024 10:10:50,101.339,9.571,,,,,,,,,,
1729,29/10/2024 10:25:50,101.252,9.571,,,,,,,,,,
1730,29/10/2024 10:40:50,101.361,9.571,,,,,,,,,,
1731,29/10/2024 10:55:50,101.317,9.571,,,,,,,,,,
1732,29/10/2024 11:10:50,101.339,9.571,,,,,,,,,,
1733,29/10/2024 11:25:50,101.361,9.571,,,,,,,,,,
1734,29/10/2024 11:40:50,101.405,9.571,,,,,,,,,,
1735,29/10/2024 11:55:50,101.394,9.571,,,,,,,,,,
1736,29/10/2024 12:10:50,101.383,9.571,,,,,,,,,,
1737,29/10/2024 12:25:50,101.354,9.669,,,,,,,,,,
1738,29/10/2024 12:40:50,101.376,9.669,,,,,,,,,,
1739,29/10/2024 12:55:50,101.332,9.669,,,,,,,,,,
1740,29/10/2024 13:10:50,101.299,9.669,,,,,,,,,,
1741,29/10/2024 13:25:50,101.299,9.669,,,,,,,,,,
1742,29/10/2024 13:40:50,101.266,9.669,,,,,,,,,,
1743,29/10/2024 13:55:50,101.266,9.669,,,,,,,,,,
1744,29/10/2024 14:10:50,101.245,9.669,,,,,,,,,,
1745,29/10/2024 14:25:50,101.216,9.768,,,,,,,,,,
1746,29/10/2024 14:40:50,101.194,9.768,,,,,,,,,,
1747,29/10/2024 14:55:50,101.205,9.768,,,,,,,,,,
1748,29/10/2024 15:10:50,101.183,9.768,,,,,,,,,,
1749,29/10/2024 15:25:50,101.161,9.768,,,,,,,,,,
1750,29/10/2024 15:40:50,101.154,9.866,,,,,,,,,,
1751,29/10/2024 15:55:50,101.154,9.866,,,,,,,,,,
1752,29/10/2024 16:10:50,101.143,9.866,,,,,,,,,,
1753,29/10/2024 16:25:50,101.132,9.866,,,,,,,,,,
1754,29/10/2024 16:40:50,101.146,9.965,,,,,,,,,,
1755,29/10/2024 16:55:50,101.114,9.965,,,,,,,,,,
1756,29/10/2024 17:10:50,101.125,9.965,,,,,,,,,,
1757,29/10/2024 17:25:50,101.139,10.063,,,,,,,,,,
1758,29/10/2024 17:40:50,101.150,10.063,,,,,,,,,,
1759,29/10/2024 17:55:50,101.161,10.063,,,,,,,,,,
1760,29/10/2024 18:10:50,101.165,10.161,,,,,,,,,,
1761,29/10/2024 18:25:50,101.187,10.161,,,,,,,,,,
1762,29/10/2024 18:40:50,101.209,10.161,,,,,,,,,,
1763,29/10/2024 18:55:50,101.213,10.259,,,,,,,,,,
1764,29/10/2024 19:10:50,101.213,10.259,,,,,,,,,,
1765,29/10/2024 19:25:50,101.213,10.259,,,,,,,,,,
1766,29/10/2024 19:40:50,101.224,10.259,,,,,,,,,,
1767,29/10/2024 19:55:50,101.238,10.357,,,,,,,,,,
1768,29/10/2024 20:10:50,101.260,10.357,,,,,,,,,,
1769,29/10/2024 20:25:50,101.260,10.357,,,,,,,,,,
1770,29/10/2024 20:40:50,101.264,10.455,,,,,,,,,,
1771,29/10/2024 20:55:50,101.264,10.455,,,,,,,,,,
1772,29/10/2024 21:10:50,101.253,10.455,,,,,,,,,,
1773,29/10/2024 21:25:50,101.279,10.553,,,,,,,,,,
1774,29/10/2024 21:40:50,101.279,10.553,,,,,,,,,,
1775,29/10/2024 21:55:50,101.290,10.553,,,,,,,,,,
1776,29/10/2024 22:10:50,101.290,10.553,,,,,,,,,,
1777,29/10/2024 22:25:50,101.283,10.651,,,,,,,,,,
1778,29/10/2024 22:40:50,101.304,10.651,,,,,,,,,,
1779,29/10/2024 22:55:50,101.315,10.651,,,,,,,,,,
1780,29/10/2024 23:10:50,101.304,10.651,,,,,,,,,,
1781,29/10/2024 23:25:50,101.308,10.748,,,,,,,,,,
1782,29/10/2024 23:40:50,101.319,10.748,,,,,,,,,,
1783,29/10/2024 23:55:50,101.352,10.748,,,,,,,,,,
1784,30/10/2024 00:10:50,101.341,10.748,,,,,,,,,,
1785,30/10/2024 00:25:50,101.352,10.748,,,,,,,,,,
1786,30/10/2024 00:40:50,101.356,10.846,,,,,,,,,,
1787,30/10/2024 00:55:50,101.378,10.846,,,,,,,,,,
1788,30/10/2024 01:10:50,101.378,10.846,,,,,,,,,,
1789,30/10/2024 01:25:50,101.389,10.846,,,,,,,,,,
1790,30/10/2024 01:40:50,101.414,10.944,,,,,,,,,,
1791,30/10/2024 01:55:50,101.425,10.944,,,,,,,,,,
1792,30/10/2024 02:10:50,101.425,10.944,,,,,,,,,,
1793,30/10/2024 02:25:50,101.425,10.944,,,,,,,,,,
1794,30/10/2024 02:40:50,101.414,10.944,,,,,,,,,,
1795,30/10/2024 02:55:50,101.418,11.041,,,,,,,,,,
1796,30/10/2024 03:10:50,101.429,11.041,,,,,,,,,,
1797,30/10/2024 03:25:50,101.429,11.041,,,,,,,,,,
1798,30/10/2024 03:40:50,101.429,11.041,,,,,,,,,,
1799,30/10/2024 03:55:50,101.418,11.041,,,,,,,,,,
1800,30/10/2024 04:10:50,101.429,11.041,,,,,,,,,,
1801,30/10/2024 04:25:50,101.422,11.139,,,,,,,,,,
1802,30/10/2024 04:40:50,101.422,11.139,,,,,,,,,,
1803,30/10/2024 04:55:50,101.433,11.139,,,,,,,,,,
1804,30/10/2024 05:10:50,101.422,11.139,,,,,,,,,,
1805,30/10/2024 05:25:50,101.433,11.139,,,,,,,,,,
1806,30/10/2024 05:40:50,101.433,11.139,,,,,,,,,,
1807,30/10/2024 05:55:50,101.433,11.139,,,,,,,,,,
1808,30/10/2024 06:10:50,101.448,11.236,,,,,,,,,,
1809,30/10/2024 06:25:50,101.448,11.236,,,,,,,,,,
1810,30/10/2024 06:40:50,101.470,11.236,,,,,,,,,,
1811,30/10/2024 06:55:50,101.480,11.236,,,,,,,,,,
1812,30/10/2024 07:10:50,101.459,11.236,,,,,,,,,,
1813,30/10/2024 07:25:50,101.470,11.236,,,,,,,,,,
1814,30/10/2024 07:40:50,101.459,11.236,,,,,,,,,,
1815,30/10/2024 07:55:50,101.459,11.236,,,,,,,,,,
1816,30/10/2024 08:10:50,101.470,11.236,,,,,,,,,,
1817,30/10/2024 08:25:50,101.491,11.236,,,,,,,,,,
1818,30/10/2024 08:40:50,101.491,11.236,,,,,,,,,,
1819,30/10/2024 08:55:50,101.506,11.334,,,,,,,,,,
1820,30/10/2024 09:10:50,101.506,11.334,,,,,,,,,,
1821,30/10/2024 09:25:50,101.495,11.334,,,,,,,,,,
1822,30/10/2024 09:40:50,101.506,11.334,,,,,,,,,,
1823,30/10/2024 09:55:50,101.506,11.334,,,,,,,,,,
1824,30/10/2024 10:10:50,101.506,11.334,,,,,,,,,,
1825,30/10/2024 10:25:50,101.495,11.334,,,,,,,,,,
1826,30/10/2024 10:40:50,101.484,11.334,,,,,,,,,,
1827,30/10/2024 10:55:50,101.484,11.334,,,,,,,,,,
1828,30/10/2024 11:10:50,101.495,11.334,,,,,,,,,,
1829,30/10/2024 11:25:50,101.473,11.334,,,,,,,,,,
1830,30/10/2024 11:40:50,101.466,11.431,,,,,,,,,,
1831,30/10/2024 11:55:50,101.455,11.431,,,,,,,,,,
1832,30/10/2024 12:10:50,101.455,11.431,,,,,,,,,,
1833,30/10/2024 12:25:50,101.411,11.431,,,,,,,,,,
1834,30/10/2024 12:40:50,101.411,11.431,,,,,,,,,,
1835,30/10/2024 12:55:50,101.415,11.528,,,,,,,,,,
1836,30/10/2024 13:10:50,101.360,11.528,,,,,,,,,,
1837,30/10/2024 13:25:50,101.364,11.625,,,,,,,,,,
1838,30/10/2024 13:40:50,101.353,11.625,,,,,,,,,,
1839,30/10/2024 13:55:50,101.346,11.722,,,,,,,,,,
1840,30/10/2024 14:10:50,101.324,11.722,,,,,,,,,,
1841,30/10/2024 14:25:50,101.339,11.819,,,,,,,,,,
1842,30/10/2024 14:40:50,101.332,11.916,,,,,,,,,,
1843,30/10/2024 14:55:50,101.321,11.916,,,,,,,,,,
1844,30/10/2024 15:10:50,101.324,12.013,,,,,,,,,,
1845,30/10/2024 15:25:50,101.317,12.110,,,,,,,,,,
1846,30/10/2024 15:40:50,101.299,12.207,,,,,,,,,,
1847,30/10/2024 15:55:50,101.288,12.207,,,,,,,,,,
1848,30/10/2024 16:10:50,101.270,12.304,,,,,,,,,,
1849,30/10/2024 16:25:50,101.248,12.304,,,,,,,,,,
1850,30/10/2024 16:40:50,101.252,12.401,,,,,,,,,,
1851,30/10/2024 16:55:50,101.245,12.497,,,,,,,,,,
1852,30/10/2024 17:10:50,101.234,12.497,,,,,,,,,,
1853,30/10/2024 17:25:50,101.234,12.497,,,,,,,,,,
1854,30/10/2024 17:40:50,101.237,12.594,,,,,,,,,,
1855,30/10/2024 17:55:50,101.216,12.594,,,,,,,,,,
1856,30/10/2024 18:10:50,101.208,12.690,,,,,,,,,,
1857,30/10/2024 18:25:50,101.219,12.690,,,,,,,,,,
1858,30/10/2024 18:40:50,101.190,12.787,,,,,,,,,,
1859,30/10/2024 18:55:50,101.201,12.787,,,,,,,,,,
1860,30/10/2024 19:10:50,101.227,12.883,,,,,,,,,,
1861,30/10/2024 19:25:50,101.238,12.883,,,,,,,,,,
1862,30/10/2024 19:40:50,101.260,12.883,,,,,,,,,,
1863,30/10/2024 19:55:50,101.252,12.980,,,,,,,,,,
1864,30/10/2024 20:10:50,101.274,12.980,,,,,,,,,,
1865,30/10/2024 20:25:50,101.252,12.980,,,,,,,,,,
1866,30/10/2024 20:40:50,101.234,13.076,,,,,,,,,,
1867,30/10/2024 20:55:50,101.223,13.076,,,,,,,,,,
1868,30/10/2024 21:10:50,101.245,13.076,,,,,,,,,,
1869,30/10/2024 21:25:50,101.238,13.173,,,,,,,,,,
1870,30/10/2024 21:40:50,101.238,13.173,,,,,,,,,,
1871,30/10/2024 21:55:50,101.260,13.173,,,,,,,,,,
1872,30/10/2024 22:10:50,101.271,13.173,,,,,,,,,,
1873,30/10/2024 22:25:50,101.282,13.173,,,,,,,,,,
1874,30/10/2024 22:40:50,101.282,13.173,,,,,,,,,,
1875,30/10/2024 22:55:50,101.286,13.269,,,,,,,,,,
1876,30/10/2024 23:10:50,101.275,13.269,,,,,,,,,,
1877,30/10/2024 23:25:50,101.253,13.269,,,,,,,,,,
1878,30/10/2024 23:40:50,101.242,13.269,,,,,,,,,,
1879,30/10/2024 23:55:50,101.242,13.269,,,,,,,,,,
1880,31/10/2024 00:10:50,101.231,13.269,,,,,,,,,,
1881,31/10/2024 00:25:50,101.220,13.269,,,,,,,,,,
1882,31/10/2024 00:40:50,101.231,13.269,,,,,,,,,,
1883,31/10/2024 00:55:50,101.220,13.269,,,,,,,,,,
1884,31/10/2024 01:10:50,101.209,13.269,,,,,,,,,,
1885,31/10/2024 01:25:50,101.187,13.269,,,,,,,,,,
1886,31/10/2024 01:40:50,101.187,13.269,,,,,,,,,,
1887,31/10/2024 01:55:50,101.180,13.365,,,,,,,,,,
1888,31/10/2024 02:10:50,101.132,13.269,,,,,,,,,,
1889,31/10/2024 02:25:50,101.143,13.269,,,,,,,,,,
1890,31/10/2024 02:40:50,101.147,13.365,,,,,,,,,,
1891,31/10/2024 02:55:50,101.147,13.365,,,,,,,,,,
1892,31/10/2024 03:10:50,101.147,13.365,,,,,,,,,,
1893,31/10/2024 03:25:50,101.121,13.269,,,,,,,,,,
1894,31/10/2024 03:40:50,101.099,13.269,,,,,,,,,,
1895,31/10/2024 03:55:50,101.088,13.269,,,,,,,,,,
1896,31/10/2024 04:10:50,101.066,13.269,,,,,,,,,,
1897,31/10/2024 04:25:50,101.066,13.269,,,,,,,,,,
1898,31/10/2024 04:40:50,101.045,13.269,,,,,,,,,,
1899,31/10/2024 04:55:50,101.034,13.269,,,,,,,,,,
1900,31/10/2024 05:10:50,101.034,13.269,,,,,,,,,,
1901,31/10/2024 05:25:50,101.034,13.269,,,,,,,,,,
1902,31/10/2024 05:40:50,101.023,13.269,,,,,,,,,,
1903,31/10/2024 05:55:50,101.034,13.269,,,,,,,,,,
1904,31/10/2024 06:10:50,101.012,13.269,,,,,,,,,,
1905,31/10/2024 06:25:50,101.001,13.269,,,,,,,,,,
1906,31/10/2024 06:40:50,100.990,13.269,,,,,,,,,,
1907,31/10/2024 06:55:50,100.968,13.269,,,,,,,,,,
1908,31/10/2024 07:10:50,100.968,13.269,,,,,,,,,,
1909,31/10/2024 07:25:50,100.946,13.269,,,,,,,,,,
1910,31/10/2024 07:40:50,100.942,13.173,,,,,,,,,,
1911,31/10/2024 07:55:50,100.942,13.173,,,,,,,,,,
1912,31/10/2024 08:10:50,100.931,13.173,,,,,,,,,,
1913,31/10/2024 08:25:50,100.920,13.173,,,,,,,,,,
1914,31/10/2024 08:40:50,100.909,13.173,,,,,,,,,,
1915,31/10/2024 08:55:50,100.920,13.173,,,,,,,,,,
1916,31/10/2024 09:10:50,100.931,13.173,,,,,,,,,,
1917,31/10/2024 09:25:50,100.898,13.173,,,,,,,,,,
1918,31/10/2024 09:40:50,100.887,13.173,,,,,,,,,,
1919,31/10/2024 09:55:50,100.898,13.173,,,,,,,,,,
1920,31/10/2024 10:10:50,100.851,13.076,,,,,,,,,,
1921,31/10/2024 10:25:50,100.851,13.076,,,,,,,,,,
1922,31/10/2024 10:40:50,100.840,13.076,,,,,,,,,,
1923,31/10/2024 10:55:50,100.818,13.076,,,,,,,,,,
1924,31/10/2024 11:10:50,100.785,13.076,,,,,,,,,,
1925,31/10/2024 11:25:50,100.763,13.076,,,,,,,,,,
1926,31/10/2024 11:40:50,100.763,13.076,,,,,,,,,,
1927,31/10/2024 11:55:50,100.752,13.076,,,,,,,,,,
1928,31/10/2024 12:10:50,100.730,13.076,,,,,,,,,,
1929,31/10/2024 12:25:50,100.723,13.173,,,,,,,,,,
1930,31/10/2024 12:40:50,100.690,13.173,,,,,,,,,,
1931,31/10/2024 12:55:50,100.668,13.173,,,,,,,,,,
1932,31/10/2024 13:10:50,100.657,13.173,,,,,,,,,,
1933,31/10/2024 13:25:50,100.646,13.173,,,,,,,,,,
1934,31/10/2024 13:40:50,100.635,13.173,,,,,,,,,,
1935,31/10/2024 13:55:50,100.624,13.173,,,,,,,,,,
1936,31/10/2024 14:10:50,100.592,13.173,,,,,,,,,,
1937,31/10/2024 14:25:50,100.562,13.269,,,,,,,,,,
1938,31/10/2024 14:40:50,100.530,13.269,,,,,,,,,,
1939,31/10/2024 14:55:50,100.497,13.269,,,,,,,,,,
1940,31/10/2024 15:10:50,100.453,13.269,,,,,,,,,,
1941,31/10/2024 15:25:50,100.442,13.269,,,,,,,,,,
1942,31/10/2024 15:40:50,100.413,13.365,,,,,,,,,,
1943,31/10/2024 15:55:50,100.391,13.365,,,,,,,,,,
1944,31/10/2024 16:10:50,100.347,13.365,,,,,,,,,,
1945,31/10/2024 16:25:50,100.336,13.365,,,,,,,,,,
1946,31/10/2024 16:40:50,100.307,13.461,,,,,,,,,,
1947,31/10/2024 16:55:50,100.318,13.461,,,,,,,,,,
1948,31/10/2024 17:10:50,100.318,13.461,,,,,,,,,,
1949,31/10/2024 17:25:50,100.340,13.461,,,,,,,,,,
1950,31/10/2024 17:40:50,100.365,13.558,,,,,,,,,,
1951,31/10/2024 17:55:50,100.376,13.558,,,,,,,,,,
1952,31/10/2024 18:10:50,100.343,13.558,,,,,,,,,,
1953,31/10/2024 18:25:50,100.354,13.558,,,,,,,,,,
1954,31/10/2024 18:40:50,100.343,13.558,,,,,,,,,,
1955,31/10/2024 18:55:50,100.369,13.654,,,,,,,,,,
1956,31/10/2024 19:10:50,100.347,13.654,,,,,,,,,,
1957,31/10/2024 19:25:50,100.369,13.654,,,,,,,,,,
1958,31/10/2024 19:40:50,100.358,13.654,,,,,,,,,,
1959,31/10/2024 19:55:50,100.336,13.654,,,,,,,,,,
1960,31/10/2024 20:10:50,100.329,13.750,,,,,,,,,,
1961,31/10/2024 20:25:50,100.318,13.750,,,,,,,,,,
1962,31/10/2024 20:40:50,100.318,13.750,,,,,,,,,,
1963,31/10/2024 20:55:50,100.296,13.750,,,,,,,,,,
1964,31/10/2024 21:10:50,100.318,13.750,,,,,,,,,,
1965,31/10/2024 21:25:50,100.307,13.750,,,,,,,,,,
1966,31/10/2024 21:40:50,100.296,13.750,,,,,,,,,,
1967,31/10/2024 21:55:50,100.322,13.846,,,,,,,,,,
1968,31/10/2024 22:10:50,100.311,13.846,,,,,,,,,,
1969,31/10/2024 22:25:50,100.311,13.846,,,,,,,,,,
1970,31/10/2024 22:40:50,100.311,13.846,,,,,,,,,,
1971,31/10/2024 22:55:50,100.300,13.846,,,,,,,,,,
1972,31/10/2024 23:10:50,100.278,13.846,,,,,,,,,,
1973,31/10/2024 23:25:50,100.278,13.846,,,,,,,,,,
1974,31/10/2024 23:40:50,100.267,13.846,,,,,,,,,,
1975,31/10/2024 23:55:50,100.256,13.846,,,,,,,,,,
1976,01/11/2024 00:10:50,100.260,13.942,,,,,,,,,,
1977,01/11/2024 00:25:50,100.304,13.942,,,,,,,,,,
1978,01/11/2024 00:40:50,100.304,13.942,,,,,,,,,,
1979,01/11/2024 00:55:50,100.315,13.942,,,,,,,,,,
1980,01/11/2024 01:10:50,100.336,13.942,,,,,,,,,,
1981,01/11/2024 01:25:50,100.347,13.942,,,,,,,,,,
1982,01/11/2024 01:40:50,100.358,13.942,,,,,,,,,,
1983,01/11/2024 01:55:50,100.358,13.942,,,,,,,,,,
1984,01/11/2024 02:10:50,100.336,13.942,,,,,,,,,,
1985,01/11/2024 02:25:50,100.358,13.942,,,,,,,,,,
1986,01/11/2024 02:40:50,100.326,13.942,,,,,,,,,,
1987,01/11/2024 02:55:50,100.347,13.942,,,,,,,,,,
1988,01/11/2024 03:10:50,100.369,13.942,,,,,,,,,,
1989,01/11/2024 03:25:50,100.402,13.942,,,,,,,,,,
1990,01/11/2024 03:40:50,100.391,13.942,,,,,,,,,,
1991,01/11/2024 03:55:50,100.413,13.942,,,,,,,,,,
1992,01/11/2024 04:10:50,100.435,13.942,,,,,,,,,,
1993,01/11/2024 04:25:50,100.457,13.942,,,,,,,,,,
1994,01/11/2024 04:40:50,100.486,13.846,,,,,,,,,,
1995,01/11/2024 04:55:50,100.530,13.846,,,,,,,,,,
1996,01/11/2024 05:10:50,100.519,13.846,,,,,,,,,,
1997,01/11/2024 05:25:50,100.552,13.846,,,,,,,,,,
1998,01/11/2024 05:40:50,100.581,13.750,,,,,,,,,,
1999,01/11/2024 05:55:50,100.603,13.750,,,,,,,,,,
2000,01/11/2024 06:10:50,100.625,13.750,,,,,,,,,,
2001,01/11/2024 06:25:50,100.654,13.654,,,,,,,,,,
2002,01/11/2024 06:40:50,100.687,13.654,,,,,,,,,,
2003,01/11/2024 06:55:50,100.705,13.558,,,,,,,,,,
2004,01/11/2024 07:10:50,100.727,13.558,,,,,,,,,,
2005,01/11/2024 07:25:50,100.767,13.461,,,,,,,,,,
2006,01/11/2024 07:40:50,100.778,13.461,,,,,,,,,,
2007,01/11/2024 07:55:50,100.807,13.365,,,,,,,,,,
2008,01/11/2024 08:10:50,100.836,13.269,,,,,,,,,,
2009,01/11/2024 08:25:50,100.880,13.269,,,,,,,,,,
2010,01/11/2024 08:40:50,100.913,13.269,,,,,,,,,,
2011,01/11/2024 08:55:50,100.942,13.173,,,,,,,,,,
2012,01/11/2024 09:10:50,100.971,13.076,,,,,,,,,,
2013,01/11/2024 09:25:50,101.037,13.076,,,,,,,,,,
2014,01/11/2024 09:40:50,101.033,12.980,,,,,,,,,,
2015,01/11/2024 09:55:50,101.055,12.980,,,,,,,,,,
2016,01/11/2024 10:10:50,101.062,12.883,,,,,,,,,,
2017,01/11/2024 10:25:50,101.084,12.883,,,,,,,,,,
2018,01/11/2024 10:40:50,101.084,12.883,,,,,,,,,,
2019,01/11/2024 10:55:50,101.106,12.883,,,,,,,,,,
2020,01/11/2024 11:10:50,101.172,12.883,,,,,,,,,,
2021,01/11/2024 11:25:50,101.201,12.787,,,,,,,,,,
2022,01/11/2024 11:40:50,101.223,12.787,,,,,,,,,,
2023,01/11/2024 11:55:50,101.245,12.787,,,,,,,,,,
2024,01/11/2024 12:10:50,101.267,12.787,,,,,,,,,,
2025,01/11/2024 12:25:50,101.278,12.787,,,,,,,,,,
2026,01/11/2024 12:40:50,101.278,12.787,,,,,,,,,,
2027,01/11/2024 12:55:50,101.263,12.690,,,,,,,,,,
2028,01/11/2024 13:10:50,101.285,12.690,,,,,,,,,,
2029,01/11/2024 13:25:50,101.307,12.690,,,,,,,,,,
2030,01/11/2024 13:40:50,101.285,12.690,,,,,,,,,,
2031,01/11/2024 13:55:50,101.307,12.690,,,,,,,,,,
2032,01/11/2024 14:10:50,101.340,12.690,,,,,,,,,,
2033,01/11/2024 14:25:50,101.351,12.690,,,,,,,,,,
2034,01/11/2024 14:40:50,101.384,12.690,,,,,,,,,,
2035,01/11/2024 14:55:50,101.384,12.690,,,,,,,,,,
2036,01/11/2024 15:10:50,101.384,12.690,,,,,,,,,,
2037,01/11/2024 15:25:50,101.420,12.787,,,,,,,,,,
2038,01/11/2024 15:40:50,101.409,12.787,,,,,,,,,,
2039,01/11/2024 15:55:50,101.442,12.787,,,,,,,,,,
2040,01/11/2024 16:10:50,101.464,12.787,,,,,,,,,,
2041,01/11/2024 16:25:50,101.486,12.787,,,,,,,,,,
2042,01/11/2024 16:40:50,101.508,12.787,,,,,,,,,,
2043,01/11/2024 16:55:50,101.541,12.787,,,,,,,,,,
2044,01/11/2024 17:10:50,101.530,12.787,,,,,,,,,,
2045,01/11/2024 17:25:50,101.552,12.787,,,,,,,,,,
2046,01/11/2024 17:40:50,101.585,12.787,,,,,,,,,,
2047,01/11/2024 17:55:50,101.585,12.787,,,,,,,,,,
2048,01/11/2024 18:10:50,101.614,12.690,,,,,,,,,,
2049,01/11/2024 18:25:50,101.636,12.690,,,,,,,,,,
2050,01/11/2024 18:40:50,101.658,12.690,,,,,,,,,,
2051,01/11/2024 18:55:50,101.712,12.690,,,,,,,,,,
2052,01/11/2024 19:10:50,101.734,12.690,,,,,,,,,,
2053,01/11/2024 19:25:50,101.763,12.594,,,,,,,,,,
2054,01/11/2024 19:40:50,101.752,12.594,,,,,,,,,,
2055,01/11/2024 19:55:50,101.785,12.594,,,,,,,,,,
2056,01/11/2024 20:10:50,101.814,12.497,,,,,,,,,,
2057,01/11/2024 20:25:50,101.825,12.497,,,,,,,,,,
2058,01/11/2024 20:40:50,101.836,12.497,,,,,,,,,,
2059,01/11/2024 20:55:50,101.844,12.401,,,,,,,,,,
2060,01/11/2024 21:10:50,101.865,12.401,,,,,,,,,,
2061,01/11/2024 21:25:50,101.887,12.401,,,,,,,,,,
2062,01/11/2024 21:40:50,101.895,12.304,,,,,,,,,,
2063,01/11/2024 21:55:50,101.916,12.304,,,,,,,,,,
2064,01/11/2024 22:10:50,101.902,12.207,,,,,,,,,,
2065,01/11/2024 22:25:50,101.913,12.207,,,,,,,,,,
2066,01/11/2024 22:40:50,101.924,12.207,,,,,,,,,,
2067,01/11/2024 22:55:50,101.942,12.110,,,,,,,,,,
2068,01/11/2024 23:10:50,101.953,12.110,,,,,,,,,,
2069,01/11/2024 23:25:50,101.942,12.110,,,,,,,,,,
2070,01/11/2024 23:40:50,101.927,12.013,,,,,,,,,,
2071,01/11/2024 23:55:50,101.949,12.013,,,,,,,,,,
2072,02/11/2024 00:10:50,101.956,11.916,,,,,,,,,,
2073,02/11/2024 00:25:50,101.967,11.916,,,,,,,,,,
2074,02/11/2024 00:40:50,101.985,11.819,,,,,,,,,,
2075,02/11/2024 00:55:50,101.996,11.819,,,,,,,,,,
2076,02/11/2024 01:10:50,102.007,11.819,,,,,,,,,,
2077,02/11/2024 01:25:50,101.992,11.722,,,,,,,,,,
2078,02/11/2024 01:40:50,102.025,11.722,,,,,,,,,,
2079,02/11/2024 01:55:50,102.021,11.625,,,,,,,,,,
2080,02/11/2024 02:10:50,102.043,11.625,,,,,,,,,,
2081,02/11/2024 02:25:50,102.040,11.528,,,,,,,,,,
2082,02/11/2024 02:40:50,102.018,11.528,,,,,,,,,,
2083,02/11/2024 02:55:50,102.058,11.431,,,,,,,,,,
2084,02/11/2024 03:10:50,102.069,11.431,,,,,,,,,,
2085,02/11/2024 03:25:50,102.087,11.334,,,,,,,,,,
2086,02/11/2024 03:40:50,102.087,11.334,,,,,,,,,,
2087,02/11/2024 03:55:50,102.105,11.236,,,,,,,,,,
2088,02/11/2024 04:10:50,102.138,11.236,,,,,,,,,,
2089,02/11/2024 04:25:50,102.134,11.139,,,,,,,,,,
2090,02/11/2024 04:40:50,102.145,11.139,,,,,,,,,,
2091,02/11/2024 04:55:50,102.145,11.139,,,,,,,,,,
2092,02/11/2024 05:10:50,102.174,11.041,,,,,,,,,,
2093,02/11/2024 05:25:50,102.185,11.041,,,,,,,,,,
2094,02/11/2024 05:40:50,102.192,10.944,,,,,,,,,,
2095,02/11/2024 05:55:50,102.181,10.944,,,,,,,,,,
2096,02/11/2024 06:10:50,102.166,10.846,,,,,,,,,,
2097,02/11/2024 06:25:50,102.199,10.846,,,,,,,,,,
2098,02/11/2024 06:40:50,102.195,10.748,,,,,,,,,,
2099,02/11/2024 06:55:50,102.228,10.748,,,,,,,,,,
2100,02/11/2024 07:10:50,102.250,10.748,,,,,,,,,,
2101,02/11/2024 07:25:50,102.257,10.651,,,,,,,,,,
2102,02/11/2024 07:40:50,102.279,10.651,,,,,,,,,,
2103,02/11/2024 07:55:50,102.275,10.553,,,,,,,,,,
2104,02/11/2024 08:10:50,102.297,10.553,,,,,,,,,,
2105,02/11/2024 08:25:50,102.315,10.455,,,,,,,,,,
2106,02/11/2024 08:40:50,102.326,10.455,,,,,,,,,,
2107,02/11/2024 08:55:50,102.370,10.455,,,,,,,,,,
2108,02/11/2024 09:10:50,102.355,10.357,,,,,,,,,,
2109,02/11/2024 09:25:50,102.399,10.357,,,,,,,,,,
2110,02/11/2024 09:40:50,102.395,10.259,,,,,,,,,,
2111,02/11/2024 09:55:50,102.406,10.259,,,,,,,,,,
2112,02/11/2024 10:10:50,102.385,10.259,,,,,,,,,,
2113,02/11/2024 10:25:50,102.392,10.161,,,,,,,,,,
2114,02/11/2024 10:40:50,102.381,10.161,,,,,,,,,,
2115,02/11/2024 10:55:50,102.381,10.161,,,,,,,,,,
2116,02/11/2024 11:10:50,102.381,10.161,,,,,,,,,,
2117,02/11/2024 11:25:50,102.392,10.161,,,,,,,,,,
2118,02/11/2024 11:40:50,102.403,10.161,,,,,,,,,,
2119,02/11/2024 11:55:50,102.403,10.161,,,,,,,,,,
2120,02/11/2024 12:10:50,102.377,10.063,,,,,,,,,,
2121,02/11/2024 12:25:50,102.366,10.063,,,,,,,,,,
2122,02/11/2024 12:40:50,102.355,10.063,,,,,,,,,,
2123,02/11/2024 12:55:50,102.333,10.063,,,,,,,,,,
